timestamp_board_ms,timestamp_server_ms,seq_id,lat,lon,alt_m,rssi_dbm,gnss_fix_type,hpl_m
174189,174592,1448,51.11239,17.043513,133.7,-90,4,1.47
174590,174666,1449,51.112422,17.043618,134.1,-88,3,4.89
175014,175168,1450,51.112474,17.043531,133.8,-88,4,0.81
175393,175561,1451,51.112437,17.043631,133.7,-93,4,0.88
175768,175984,1452,51.112517,17.04372,133.5,-82,4,1.07
176167,176312,1453,51.112489,17.043602,133.6,-67,4,1.44
176573,176731,1454,51.112547,17.043605,133.7,-90,3,5.75
176972,177091,1455,51.112431,17.043711,134.2,-67,4,1.02
177341,177496,1456,51.112482,17.043548,133.7,-80,4,1.89
177740,177862,1457,51.112518,17.043717,133.9,-82,4,1.87
178120,178299,1458,51.112524,17.043781,134.0,-84,4,1.91
178530,178650,1459,51.11256,17.043673,134.1,-88,4,2.09
178936,179098,1460,51.112483,17.043675,133.9,-79,4,0.97
179322,179460,1461,51.112509,17.043766,133.8,-77,4,1.03
179714,179933,1462,51.112561,17.043688,133.8,-101,4,1.27
180098,180235,1463,51.112429,17.043796,134.0,-61,4,2.08
180497,180565,1464,51.112561,17.043711,133.8,-96,4,1.89
180912,181143,1465,51.112584,17.043864,133.8,-86,4,1.25
181297,181394,1466,51.112482,17.043818,133.9,-102,4,0.92
181704,181811,1467,51.112537,17.043797,133.8,-84,4,1.66
182096,182206,1468,51.11263,17.04389,134.4,-85,4,1.16
182485,182727,1469,51.112592,17.043866,134.2,-86,4,1.54
182883,182942,1470,51.112585,17.043843,134.4,-79,4,2.12
183267,183758,1471,51.112615,17.043741,134.2,-83,4,1.6
183659,183872,1472,51.112659,17.043809,134.4,-77,3,3.58
184041,184194,1473,51.112573,17.043908,134.2,-91,4,1.35
184471,184607,1474,51.112556,17.043799,134.3,-81,3,5.45
184871,185027,1475,51.112629,17.043836,133.7,-87,4,2.05
185261,185433,1476,51.112573,17.043833,134.0,-84,4,1.62
185664,185845,1477,51.11254,17.043914,134.2,-79,4,1.66
186062,186236,1478,51.112562,17.043952,134.2,-86,4,1.8
186459,186604,1479,51.112608,17.043962,134.2,-82,4,2.03
186868,186997,1480,51.112573,17.043882,134.3,-91,4,0.92
187279,187410,1481,51.112581,17.043954,134.3,-73,3,4.94
187671,187800,1482,51.112551,17.043899,134.4,-76,4,1.36
188063,188283,1483,51.112678,17.043944,134.4,-81,4,2.07
188459,188636,1484,51.112592,17.043991,134.5,-83,4,2.14
188824,188867,1485,51.112577,17.044028,134.5,-82,4,0.97
189201,189382,1486,51.112586,17.043878,134.3,-73,4,0.97
189622,189773,1487,51.112659,17.044,134.7,-76,4,2.11
190047,190185,1488,51.112651,17.044076,134.6,-73,4,1.21
190443,190562,1489,51.112601,17.044028,134.2,-84,4,1.14
190852,191071,1490,51.112631,17.04403,134.4,-78,4,0.85
191256,191460,1491,51.112646,17.044008,134.0,-72,4,1.19
191702,191804,1492,51.112601,17.044116,134.0,-89,4,1.77
192119,192283,1493,51.112562,17.044031,134.3,-89,3,6.23
192517,192611,1494,51.112668,17.044063,134.2,-79,4,1.52
192903,192983,1495,51.112614,17.044055,134.3,-91,4,2.08
193279,193387,1496,51.112671,17.044094,134.5,-96,4,0.96
193682,193879,1497,51.112669,17.04417,134.7,-72,3,5.09
194071,194275,1498,51.112659,17.044064,134.7,-71,4,1.99
194449,194620,1499,51.112638,17.044126,134.5,-91,4,1.88
194840,195027,1500,51.112631,17.04415,134.2,-93,4,1.17
195223,195395,1501,51.112609,17.044101,134.3,-87,3,6.07
195649,195757,1502,51.112639,17.044149,134.6,-71,4,1.23
196062,196228,1503,51.112701,17.044255,134.3,-85,4,1.71
196462,196654,1504,51.112746,17.044085,134.2,-81,4,0.89
196884,197073,1505,51.112742,17.044163,134.6,-79,4,1.49
197285,197510,1506,51.11269,17.044207,134.5,-80,4,0.99
197672,197857,1507,51.112756,17.044186,134.5,-70,4,1.95
198095,198256,1508,51.112675,17.04436,134.7,-87,4,1.33
198503,198717,1509,51.112629,17.044254,134.8,-82,4,1.54
198888,199026,1510,51.112793,17.044185,134.9,-80,4,0.84
199285,199383,1511,51.112727,17.044132,134.4,-82,4,0.88
199672,199803,1512,51.112627,17.044276,134.6,-91,3,4.59
200051,200154,1513,51.112785,17.044232,134.6,-93,4,1.87
200465,200571,1514,51.112673,17.044345,134.6,-93,3,4.01
200893,201025,1515,51.112688,17.044278,134.4,-76,4,1.83
201272,201373,1516,51.112769,17.044274,134.3,-88,4,0.95
201681,201804,1517,51.112789,17.044285,134.6,-78,4,1.77
202071,202136,1518,51.112674,17.044374,134.5,-81,4,1.05
202464,202616,1519,51.112802,17.044357,134.8,-89,3,5.44
202855,202995,1520,51.112775,17.044435,134.3,-89,4,1.86
203242,203342,1523,51.112695,17.044347,134.4,-80,4,2.05
203643,203825,1524,51.112726,17.044412,134.6,-81,4,1.8
204030,204233,1525,51.112818,17.044424,134.4,-78,4,1.93
204434,204507,1526,51.112668,17.044425,135.0,-85,4,2.19
204833,204936,1527,51.112818,17.044377,134.6,-88,4,0.99
205230,205332,1528,51.112795,17.044437,134.6,-81,4,2.15
205616,205712,1529,51.112782,17.04442,134.8,-70,4,1.64
206008,206203,1530,51.112767,17.04443,134.9,-97,4,1.94
206419,207355,1531,51.112862,17.044407,134.8,-88,4,1.71
206826,206951,1532,51.112873,17.044353,134.7,-77,4,1.6
207212,207274,1533,51.11274,17.044533,134.5,-80,4,1.79
207613,207793,1534,51.112805,17.044503,134.9,-77,3,5.22
208025,208110,1535,51.112872,17.044426,135.0,-85,4,2.09
208399,208542,1536,51.112743,17.04454,134.7,-94,4,0.96
208808,208964,1537,51.112798,17.044579,134.6,-68,4,1.25
209198,209439,1538,51.11284,17.044566,134.8,-73,4,0.84
209606,209688,1539,51.112692,17.044494,134.8,-82,4,1.18
209995,210882,1540,51.112838,17.044514,134.5,-88,4,1.11
210368,210518,1541,51.112746,17.044534,134.7,-85,4,0.87
210743,211030,1542,51.112814,17.044616,135.1,-80,4,1.49
211144,211373,1543,51.112865,17.044609,134.5,-84,3,6.06
211548,211700,1544,51.112692,17.044736,134.7,-82,3,5.63
211934,212049,1545,51.112855,17.044526,134.6,-69,4,1.17
212344,212537,1546,51.112921,17.044617,134.6,-74,4,2.13
212719,212813,1547,51.112797,17.044535,134.7,-91,4,0.96
213118,213287,1548,51.112856,17.044673,134.9,-81,4,1.23
213500,213671,1549,51.112898,17.044709,135.1,-86,4,0.85
213890,214103,1550,51.112755,17.044739,134.9,-79,4,1.01
214291,214713,1551,51.112877,17.044688,134.7,-82,4,1.78
214678,214841,1552,51.112894,17.044595,135.2,-60,4,1.31
215072,215186,1553,51.112879,17.0447,134.4,-78,4,1.43
215487,215625,1554,51.112855,17.044736,135.0,-83,4,1.02
215879,216449,1555,51.112805,17.044676,134.7,-67,4,1.75
216291,216397,1556,51.112929,17.044725,134.9,-80,3,6.39
216674,216792,1557,51.112865,17.044686,135.0,-94,4,1.05
217082,217195,1558,51.112822,17.044732,134.6,-82,3,4.4
217504,217652,1559,51.112855,17.04482,134.9,-77,4,0.91
217867,217967,1560,51.112894,17.04482,134.9,-78,4,1.72
218255,218474,1561,51.112801,17.044729,135.2,-73,4,0.99
218663,218803,1562,51.112884,17.044775,135.4,-80,4,1.49
219060,219199,1563,51.112867,17.044826,134.6,-81,4,1.01
219466,219588,1564,51.112959,17.044846,135.2,-93,4,1.04
219857,220005,1565,51.112802,17.044814,134.9,-69,4,0.81
220258,220452,1566,51.112947,17.044883,134.8,-84,4,1.25
220656,220754,1567,51.112975,17.04487,135.0,-89,4,0.93
221073,221180,1568,51.112817,17.044755,134.7,-60,4,1.35
221477,221600,1569,51.112827,17.044868,134.7,-68,4,1.64
221882,221963,1570,51.113007,17.044879,134.6,-85,3,5.18
222276,222376,1571,51.112877,17.044955,135.0,-97,4,1.79
222669,222784,1572,51.113081,17.044968,135.0,-87,4,1.84
223062,223260,1573,51.11284,17.044862,134.8,-69,3,4.13
223468,223623,1574,51.112943,17.04498,135.3,-80,4,2.11
223862,224013,1575,51.112938,17.044967,134.8,-92,4,1.13
224266,224462,1576,51.112933,17.04499,135.2,-75,4,1.07
224697,224829,1577,51.112972,17.044965,135.0,-83,4,1.65
225110,225273,1578,51.112979,17.045005,134.8,-87,4,1.63
225505,225639,1579,51.112949,17.045079,134.9,-86,4,1.51
225923,226078,1580,51.112911,17.045039,134.7,-71,4,0.81
226317,226427,1581,51.113019,17.045044,135.0,-77,4,1.58
226687,226739,1582,51.113003,17.045035,135.0,-93,4,2.11
227072,227204,1583,51.112982,17.045124,135.1,-79,3,6.11
227444,227691,1584,51.11301,17.04502,135.2,-81,4,2.15
227838,228040,1585,51.113024,17.045057,135.0,-85,3,4.56
228239,228444,1586,51.112952,17.045043,134.7,-84,4,1.0
228664,228893,1587,51.113023,17.045133,135.2,-88,4,1.36
229069,229214,1588,51.112972,17.045195,135.0,-87,4,1.49
229465,229616,1589,51.113044,17.045132,134.6,-79,4,1.68
229878,229987,1590,51.113,17.045108,135.1,-84,4,1.51
230245,230368,1591,51.113045,17.045256,135.1,-77,4,1.55
230648,230827,1592,51.112997,17.04521,134.9,-88,4,0.83
231060,231286,1593,51.113057,17.045214,135.0,-76,4,1.16
231438,231570,1594,51.11298,17.045204,134.9,-71,4,1.23
231855,231971,1595,51.113036,17.04526,135.1,-82,4,2.18
232260,232400,1596,51.113088,17.045253,135.0,-77,4,1.21
232654,232832,1597,51.113067,17.045229,134.8,-77,4,2.06
233063,233141,1598,51.113058,17.04525,135.3,-86,4,1.23
233497,233552,1599,51.113144,17.045228,134.9,-77,4,0.93
233900,234012,1600,51.11311,17.045235,134.5,-100,4,1.15
234304,235431,1601,51.113107,17.045291,134.9,-103,4,1.18
234697,234811,1602,51.113102,17.045376,135.2,-84,4,2.17
235084,235931,1603,51.113114,17.04528,135.0,-76,3,3.66
235496,235612,1604,51.113163,17.045387,134.7,-82,4,2.1
235884,236134,1605,51.113064,17.045319,134.8,-76,4,1.97
236285,236444,1606,51.113141,17.045283,134.8,-91,3,5.78
236677,237369,1607,51.113114,17.045413,134.9,-74,3,5.82
237085,237264,1608,51.113082,17.04548,134.9,-68,3,6.38
237490,237578,1609,51.113102,17.045369,135.1,-87,4,1.73
237905,238117,1610,51.113123,17.045347,135.0,-75,4,1.17
238298,238433,1611,51.113075,17.045462,135.0,-81,4,1.37
238694,238877,1612,51.113166,17.045407,135.4,-78,4,1.63
239079,239170,1613,51.113123,17.045493,135.2,-68,4,0.85
239472,239547,1614,51.113138,17.045537,135.1,-79,4,1.48
239878,240072,1615,51.113208,17.04551,134.6,-75,3,3.71
240289,240451,1616,51.113152,17.045548,134.8,-92,4,1.49
240675,240772,1617,51.113229,17.045562,134.7,-76,4,1.57
241088,241186,1618,51.113131,17.045584,134.8,-69,4,1.08
241509,241728,1619,51.113108,17.045551,135.1,-89,4,1.91
241915,242001,1620,51.113154,17.045601,134.9,-84,4,1.3
242343,242613,1621,51.113033,17.045584,135.2,-76,4,2.14
242731,242828,1622,51.113225,17.045609,135.1,-78,3,3.84
243113,243293,1623,51.113134,17.045756,135.0,-92,4,2.08
243486,243608,1624,51.113161,17.045629,135.2,-80,4,0.92
243909,245135,1625,51.113234,17.045556,135.3,-84,4,1.27
244318,244430,1626,51.11321,17.045635,135.1,-89,4,2.12
244718,244849,1627,51.113188,17.045644,135.0,-71,4,1.93
245122,245264,1628,51.113114,17.04566,135.1,-81,4,2.08
245505,245598,1629,51.113287,17.045735,134.7,-74,4,1.6
245942,246130,1630,51.113264,17.045758,134.9,-91,4,1.47
246343,247323,1631,51.113337,17.04571,135.0,-77,4,0.95
246745,246872,1632,51.113211,17.04566,134.9,-73,3,5.45
247156,247250,1633,51.113174,17.045749,134.8,-83,4,1.84
247563,247613,1634,51.113303,17.045731,135.2,-85,4,0.88
247967,248096,1635,51.11325,17.045782,135.0,-92,4,1.09
248355,248722,1636,51.113297,17.04578,135.0,-88,4,1.58
248762,248953,1637,51.113353,17.045861,135.2,-85,4,1.76
249190,249328,1638,51.113298,17.045828,134.9,-89,4,0.99
249610,249736,1639,51.113293,17.045802,134.9,-88,3,5.35
250034,250175,1640,51.113303,17.045774,135.2,-80,4,1.07
250426,250600,1641,51.113216,17.045855,134.6,-79,4,1.11
250812,250899,1642,51.11336,17.04587,134.9,-73,4,2.09
251210,251428,1643,51.11337,17.045873,134.8,-88,4,1.8
251611,251797,1644,51.113344,17.04594,135.0,-81,4,1.83
252027,252213,1645,51.113249,17.045846,135.0,-85,3,4.96
252402,252568,1646,51.113325,17.045892,135.0,-85,4,1.3
252825,252966,1647,51.11341,17.045947,135.1,-84,4,1.87
253222,253405,1648,51.113317,17.045931,134.8,-83,3,6.09
253616,253793,1649,51.113411,17.045956,134.9,-79,4,1.78
254001,254122,1650,51.113361,17.045985,135.0,-84,3,5.66
254376,254487,1651,51.113401,17.046037,135.1,-72,4,1.8
254788,254933,1652,51.113352,17.046012,134.6,-95,4,2.06
255189,255449,1653,51.113384,17.045934,134.9,-73,4,0.98
255570,255655,1654,51.113408,17.046017,134.8,-84,4,1.17
255950,256027,1655,51.113339,17.046086,134.9,-83,4,2.09
256345,256494,1656,51.113414,17.046114,134.8,-82,4,2.12
256770,256912,1657,51.113273,17.046132,134.7,-76,4,1.48
257167,257317,1658,51.113385,17.046161,134.6,-89,4,1.32
257544,257698,1659,51.11345,17.046127,134.8,-87,4,1.2
257940,258068,1660,51.113486,17.046149,134.9,-77,4,1.5
258336,258590,1661,51.113461,17.0461,134.7,-95,4,2.11
258696,258769,1662,51.113375,17.046057,135.1,-82,4,1.01
259095,259195,1663,51.113503,17.04611,135.3,-88,4,1.39
259491,259625,1664,51.113402,17.04616,134.9,-90,4,2.08
259902,259974,1665,51.113497,17.046143,134.8,-95,4,1.29
260330,260460,1666,51.113419,17.046211,134.6,-75,3,4.46
260747,261019,1667,51.113443,17.046218,134.9,-80,4,1.34
261143,261284,1668,51.113442,17.046303,135.1,-87,4,1.93
261526,261679,1669,51.113504,17.046222,135.2,-83,3,4.25
261965,262049,1670,51.113495,17.046293,135.1,-90,3,6.19
262365,262474,1671,51.113538,17.04628,134.9,-86,4,1.98
262766,262886,1672,51.113519,17.046266,134.8,-83,4,2.18
263165,263288,1673,51.113452,17.046295,134.5,-81,4,2.18
263568,263801,1674,51.11355,17.046244,134.7,-78,4,1.41
263966,264140,1675,51.113456,17.0464,134.7,-96,3,5.22
264357,264446,1676,51.113508,17.046448,134.7,-78,4,1.22
264749,264903,1677,51.113542,17.046379,134.6,-95,4,1.24
265149,265319,1678,51.113546,17.04641,134.9,-78,4,1.49
265541,265761,1679,51.113494,17.046409,134.7,-83,4,1.08
265930,266193,1680,51.113653,17.046398,134.6,-73,4,1.8
266332,266425,1681,51.113675,17.04649,134.5,-87,4,1.55
266728,266829,1682,51.113713,17.046486,134.7,-75,4,2.06
267150,267234,1683,51.113666,17.04634,135.0,-91,4,1.93
267510,267637,1684,51.113597,17.046449,134.7,-81,4,1.25
267927,268095,1685,51.113605,17.046414,134.7,-98,4,1.51
268346,268553,1687,51.11361,17.04661,135.0,-74,4,1.85
268714,268849,1689,51.113741,17.046539,134.9,-68,4,1.07
269109,269232,1690,51.113645,17.046575,134.7,-87,3,3.81
269504,269652,1691,51.113723,17.046561,134.7,-81,4,1.99
269883,269983,1692,51.113727,17.04665,134.5,-78,4,0.99
270271,270593,1693,51.113686,17.046653,134.5,-94,4,2.05
270654,270727,1694,51.113612,17.046615,134.6,-87,4,2.08
271081,271231,1695,51.113689,17.046728,134.6,-88,4,1.44
271495,271809,1696,51.11371,17.046667,134.4,-62,4,1.93
271914,272054,1697,51.113775,17.0466,134.7,-73,4,1.31
272325,272454,1698,51.113721,17.046694,134.5,-83,4,2.0
272708,272829,1699,51.113668,17.046731,134.8,-75,4,1.95
273100,273230,1700,51.113787,17.046714,134.5,-80,4,0.91
273507,273749,1701,51.113735,17.046716,134.5,-77,4,1.62
273889,274743,1702,51.113628,17.046841,134.3,-90,4,1.7
274299,274557,1703,51.113781,17.046709,134.3,-71,4,0.8
274696,274775,1704,51.113799,17.046647,134.8,-88,4,2.17
275090,275215,1705,51.113741,17.046882,134.5,-87,4,1.37
275501,275618,1706,51.113783,17.046755,134.6,-77,4,1.52
275908,276085,1707,51.113834,17.046818,134.8,-79,4,1.07
276302,276375,1708,51.113827,17.04683,134.2,-81,3,6.27
276719,276887,1709,51.113742,17.046927,134.6,-75,4,1.93
277103,277417,1710,51.113892,17.046953,134.1,-91,4,1.62
277513,277594,1711,51.113924,17.046833,134.3,-67,4,1.9
277921,278072,1712,51.113823,17.046981,134.2,-86,4,1.82
278317,278424,1713,51.113762,17.046997,134.6,-82,4,1.13
278722,278888,1714,51.113906,17.046947,134.0,-67,3,4.77
279103,279244,1715,51.113843,17.047009,134.3,-87,4,1.01
279517,279625,1716,51.113913,17.04703,134.1,-73,4,0.86
279914,280084,1717,51.114006,17.046982,134.2,-83,4,0.89
280306,280594,1718,51.113828,17.047003,134.2,-88,4,2.12
280722,281680,1719,51.113875,17.047057,134.6,-85,3,6.11
281111,281297,1720,51.113915,17.046962,134.3,-77,4,0.93
281490,281573,1721,51.114,17.047042,134.7,-73,3,4.42
281867,281962,1722,51.114123,17.047016,134.7,-80,4,0.96
282276,282896,1723,51.113967,17.047164,134.7,-94,4,1.97
282657,282910,1724,51.113883,17.047091,134.3,-76,4,1.49
283083,283244,1725,51.113957,17.04714,134.3,-83,4,1.67
283452,283575,1726,51.113946,17.047131,134.3,-90,3,6.2
283877,284016,1727,51.114031,17.047145,134.2,-79,4,1.79
284280,284364,1728,51.114024,17.047186,134.3,-72,4,1.25
284679,284857,1729,51.113963,17.047155,134.0,-81,4,0.99
285071,285270,1730,51.113984,17.047199,133.8,-74,3,5.6
285477,285593,1731,51.114018,17.047215,134.3,-78,3,4.79
285876,285992,1732,51.114034,17.047221,134.1,-78,4,2.07
286293,286448,1733,51.114054,17.047278,134.0,-84,4,1.23
286694,286811,1734,51.114069,17.047253,134.0,-75,4,1.07
287097,287695,1735,51.114139,17.047372,134.4,-74,4,2.1
287491,287815,1736,51.114068,17.04734,134.2,-75,4,0.95
287890,288016,1737,51.114071,17.047258,133.8,-84,4,0.87
288295,288416,1738,51.114042,17.04737,133.9,-74,4,2.03
288669,288777,1739,51.114108,17.047325,134.0,-78,4,1.78
289049,289237,1740,51.114143,17.047383,134.2,-89,4,1.39
289460,289590,1741,51.114055,17.047356,133.9,-85,4,1.85
289863,289970,1742,51.114135,17.0473,134.0,-86,4,1.84
290260,290497,1743,51.114221,17.047425,134.0,-97,4,0.86
290660,290907,1744,51.114206,17.047372,134.0,-73,4,1.75
291066,291176,1745,51.114203,17.047481,133.5,-60,4,1.7
291458,291524,1746,51.114226,17.047486,134.0,-72,4,2.15
291846,292055,1747,51.114178,17.047464,133.6,-80,4,2.15
292249,292355,1748,51.114182,17.047602,133.9,-86,4,1.33
292634,292826,1749,51.114292,17.047466,133.8,-89,4,1.63
293040,293103,1750,51.114281,17.047514,133.7,-80,4,1.0
293415,293615,1751,51.114213,17.047506,134.1,-74,4,0.89
293830,293916,1752,51.114168,17.047681,133.7,-87,4,1.41
294237,294424,1753,51.114237,17.047664,133.8,-61,4,1.77
294641,294781,1754,51.114312,17.047542,134.0,-93,4,1.59
295056,295151,1755,51.114263,17.047589,133.7,-80,4,1.4
295481,295599,1756,51.114324,17.047608,133.7,-81,4,1.95
295896,296080,1757,51.114389,17.047637,133.8,-81,3,3.64
296268,296414,1758,51.114325,17.04763,133.9,-86,4,1.82
296649,296825,1759,51.114353,17.047669,134.1,-81,4,0.91
297040,297348,1760,51.114387,17.047767,133.6,-85,4,1.92
297440,297514,1761,51.114311,17.047831,133.6,-71,4,2.09
297848,298589,1762,51.114338,17.047674,133.7,-69,3,6.01
298237,298382,1763,51.114424,17.047716,133.8,-85,4,1.36
298640,298737,1764,51.114402,17.047796,133.5,-95,4,2.18
299029,299111,1765,51.114418,17.047724,133.8,-79,4,1.64
299419,299548,1766,51.114425,17.047832,133.5,-79,4,1.52
299798,301065,1767,51.114484,17.047865,133.3,-81,4,1.05
300184,300317,1768,51.114469,17.04789,133.7,-77,4,1.59
300564,300820,1769,51.114481,17.047898,133.7,-70,4,1.41
300950,301028,1770,51.114532,17.047863,133.8,-75,4,0.98
301365,301504,1771,51.114563,17.047898,133.2,-77,4,1.45
301751,301835,1772,51.114607,17.047866,133.4,-75,4,1.03
302191,302352,1773,51.114478,17.047965,133.5,-79,4,1.82
302598,302797,1774,51.114643,17.04804,133.9,-89,4,2.16
303001,303119,1775,51.114477,17.048,133.5,-70,4,1.46
303388,303437,1776,51.114641,17.04796,133.2,-81,4,1.69
303798,303949,1777,51.114524,17.048062,133.5,-89,4,1.4
304190,304356,1778,51.114565,17.048148,133.7,-91,3,5.48
304592,305557,1779,51.114582,17.04806,133.7,-89,4,2.16
305030,305259,1780,51.11455,17.048093,133.5,-91,4,0.98
305429,305520,1781,51.11461,17.048117,133.5,-76,4,0.96
305846,306029,1782,51.114577,17.04802,132.9,-83,4,1.44
306235,306460,1783,51.114569,17.048097,133.4,-75,4,1.72
306635,306703,1786,51.114641,17.04811,133.4,-72,4,1.3
307061,307220,1787,51.114735,17.048195,133.3,-74,4,1.07
307452,307566,1788,51.114656,17.048207,133.5,-76,4,1.95
307879,308014,1789,51.114728,17.048183,133.3,-79,4,1.31
308290,308450,1790,51.114652,17.048178,133.2,-83,4,1.07
308681,308796,1791,51.114642,17.04814,133.5,-82,4,1.31
309091,309197,1792,51.114742,17.048241,133.2,-77,4,1.1
309505,309646,1793,51.11482,17.048212,133.2,-89,4,1.53
309915,310005,1794,51.114756,17.048224,133.4,-82,4,1.74
310291,310381,1795,51.114799,17.048342,133.0,-87,4,1.92
310680,310863,1796,51.114846,17.048354,132.9,-72,4,1.12
311076,311164,1797,51.114782,17.048307,133.4,-76,3,5.75
311475,311657,1798,51.11479,17.04827,133.0,-64,4,0.83
311885,312053,1799,51.114834,17.048325,133.2,-88,4,1.12
312287,312357,1800,51.114856,17.048434,132.7,-87,4,0.83
312667,312773,1801,51.114767,17.048426,132.6,-81,4,1.28
313073,313298,1802,51.114865,17.048397,133.1,-87,4,1.0
313482,313576,1803,51.114863,17.048441,133.0,-77,4,1.61
313891,314007,1804,51.114837,17.048353,133.1,-82,4,1.34
314307,314475,1805,51.114886,17.048367,133.4,-85,4,0.93
314719,314910,1806,51.114845,17.048591,132.7,-73,3,6.09
315126,315252,1807,51.114841,17.048536,133.0,-96,4,1.09
315525,315635,1808,51.114933,17.048528,133.2,-77,4,1.75
315900,316147,1809,51.114988,17.048526,132.7,-86,4,1.31
316307,316587,1810,51.114939,17.048476,132.8,-75,4,1.01
316710,316917,1811,51.114922,17.048632,132.5,-73,4,1.29
317114,317258,1812,51.114944,17.048543,133.3,-100,4,1.11
317495,317596,1813,51.115025,17.048654,132.4,-83,4,1.91
317878,317978,1814,51.115095,17.048643,133.0,-81,3,4.02
318294,318466,1815,51.115064,17.048652,132.5,-100,4,0.84
318694,318859,1816,51.115104,17.048608,132.6,-80,4,1.77
319104,319349,1817,51.115,17.048626,133.0,-86,4,1.17
319504,319685,1818,51.115063,17.048728,132.6,-91,4,0.89
319905,319981,1819,51.115131,17.048731,132.8,-87,4,0.82
320319,320532,1820,51.115024,17.048748,133.0,-88,4,2.03
320711,320804,1821,51.115075,17.048778,132.7,-86,4,1.3
321113,321233,1822,51.115169,17.048685,132.8,-80,4,2.19
321506,321660,1823,51.115149,17.048851,132.6,-74,3,4.7
321899,322210,1824,51.115102,17.0488,132.6,-82,4,1.06
322294,322779,1825,51.115083,17.048895,132.4,-73,4,1.89
322698,322876,1826,51.115245,17.048754,132.9,-90,4,2.1
323091,323221,1827,51.11509,17.048901,132.7,-80,4,1.94
323509,323682,1828,51.115238,17.048919,132.6,-65,4,1.84
323896,324095,1829,51.115194,17.048835,132.6,-94,4,1.27
324293,324416,1830,51.115287,17.048896,132.3,-95,3,6.04
324687,324974,1831,51.115197,17.048893,132.6,-71,3,3.74
325108,325261,1832,51.115394,17.049007,132.7,-80,4,1.43
325511,325681,1833,51.115298,17.048998,132.1,-86,4,2.14
325927,326109,1834,51.115321,17.049081,132.5,-91,4,1.81
326304,326469,1835,51.115268,17.049029,132.4,-82,4,1.96
326708,326903,1836,51.115314,17.049074,132.2,-80,4,1.19
327122,327231,1837,51.11533,17.049114,132.1,-80,4,1.76
327523,327634,1838,51.11544,17.049102,132.5,-91,4,2.01
327939,328029,1839,51.115385,17.049073,132.3,-84,3,4.43
328331,328497,1840,51.115406,17.049082,132.2,-86,4,1.4
328752,328943,1841,51.11542,17.049125,132.3,-76,4,1.81
329187,329355,1842,51.11544,17.049187,132.2,-90,4,1.58
329581,329854,1843,51.115354,17.049128,132.0,-81,4,2.19
329975,330114,1844,51.11554,17.049217,132.2,-60,4,1.4
330397,330579,1845,51.115409,17.049219,132.1,-91,4,1.05
330820,330910,1846,51.115465,17.049159,131.7,-87,4,1.46
331212,331331,1847,51.115559,17.04927,131.9,-82,4,1.13
331606,331790,1848,51.115594,17.049265,131.8,-105,4,1.59
332002,332198,1849,51.115552,17.049249,131.7,-93,4,0.98
332382,332506,1850,51.115501,17.049301,132.1,-79,4,2.13
332768,332904,1851,51.115548,17.049288,131.8,-83,4,2.0
333153,333229,1852,51.115565,17.049344,132.2,-73,4,1.02
333541,333662,1853,51.115582,17.049342,131.6,-83,4,1.04
333941,334140,1854,51.115525,17.049292,131.8,-84,4,1.52
334344,334520,1855,51.115665,17.049381,131.8,-87,4,1.88
334768,334939,1856,51.115623,17.049384,131.5,-84,3,4.0
335153,335295,1857,51.115596,17.049456,131.8,-91,3,6.05
335567,335707,1858,51.115622,17.049487,131.5,-83,4,1.56
335964,336071,1859,51.115676,17.049436,131.8,-89,4,1.77
336363,336548,1860,51.115607,17.049441,131.9,-91,4,1.14
336774,336939,1861,51.115736,17.049415,131.8,-87,3,6.22
337157,337327,1862,51.115719,17.049476,131.8,-78,4,2.13
337562,337675,1863,51.115801,17.04952,131.9,-80,4,0.99
337965,338024,1864,51.115742,17.049487,131.6,-76,4,1.52
338372,338589,1865,51.115699,17.049618,131.5,-89,4,0.88
338777,338892,1866,51.115709,17.049605,131.5,-82,4,1.09
339213,339312,1867,51.115765,17.049604,131.5,-68,4,0.93
339604,339788,1868,51.115785,17.049628,131.3,-70,4,1.37
339996,340115,1869,51.115787,17.049662,131.7,-92,4,1.95
340387,340600,1870,51.115837,17.049697,131.6,-90,4,1.61
340778,340957,1871,51.115816,17.049725,131.1,-68,3,4.85
341169,341353,1872,51.115874,17.049688,131.3,-78,4,0.86
341587,341668,1873,51.115851,17.049714,131.2,-83,4,1.57
342008,342235,1874,51.115924,17.049749,131.5,-84,4,0.99
342399,342554,1875,51.115893,17.04975,131.6,-80,4,1.28
342787,342907,1876,51.115986,17.049821,131.4,-80,4,1.51
343194,343342,1877,51.115972,17.049857,131.2,-86,4,2.07
343586,343654,1878,51.115965,17.049832,131.2,-83,4,0.91
343995,344159,1879,51.11596,17.049788,131.0,-86,4,1.74
344398,344490,1880,51.11591,17.049877,131.0,-80,4,0.82
344775,344856,1881,51.116073,17.04989,131.4,-87,4,1.68
345199,345275,1882,51.115984,17.04984,131.5,-92,4,1.57
345626,345844,1883,51.116038,17.049927,131.0,-70,4,1.94
346016,346124,1884,51.116067,17.049899,131.1,-82,4,1.54
346411,346669,1885,51.116056,17.049983,131.2,-68,4,1.29
346815,346927,1886,51.116149,17.049989,130.7,-97,4,1.14
347220,347290,1887,51.116036,17.049994,130.8,-93,4,0.92
347630,347719,1888,51.1162,17.050003,131.4,-78,4,1.55
